type,href,name,last_name,number,date_of_birth,place_of_birth/country,place_of_birth/city,age,height,citizenship,position,image_url,current_club/href,national_team,foot,current_market_value_start,current_market_value_end,code
player,/felix-uduokhai/profil/spieler/278343,Felix,Uduokhai,#19,"Sep 9, 1997",Germany,Annaberg-Buchholz  ,26,"1,93 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/278343-1689668231.jpg?lm=1,/fc-augsburg/startseite/verein/,,left,7.00,m,felix-uduokhai
player,/benjamin-leneis/profil/spieler/381250,Benjamin,Leneis,#1,"Mar 8, 1999",Germany,München  ,24,"1,95 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/381250-1627912987.jpg?lm=1,/fsv-zwickau/startseite/verein/,,both,75,k,benjamin-leneis
player,/daniel-klein/profil/spieler/392124,Daniel,Klein,#30,"Mar 13, 2001",Germany,Heidelberg  ,22,"1,93 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/392124-1658599318.jpg?lm=1,/sv-sandhausen/startseite/verein/,,right,250,k,daniel-klein
player,/rafal-gikiewicz/profil/spieler/78339,Rafal,Gikiewicz,#1,"Oct 26, 1987",Poland,Olsztyn  ,36,"1,90 m",Poland,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/78339-1696615486.png?lm=1,/mke-ankaragucu/startseite/verein/,,right,650,k,rafal-gikiewicz
player,/maximilian-schmid/profil/spieler/573978,Maximilian,Schmid,#9,"Mar 5, 2003",Germany,Hanau  ,20,"1,84 m",Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/573978-1695305017.jpg?lm=1,/roda-jc-kerkrade/startseite/verein/,,right,200,k,maximilian-schmid
player,/damion-downs/profil/spieler/820241,Damion,Downs,#17,"Jul 6, 2004",Germany,Werneck  ,19,,Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/820241-1660563807.jpg?lm=1,/1-fc-koln-ii/startseite/verein/,,right,600,k,damion-downs
player,/sebastian-andersson/profil/spieler/147573,Sebastian,Andersson,,"Jul 15, 1991",Sweden,Ängelholm  ,32,"1,90 m",Sweden,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/147573-1657110512.jpg?lm=1,/without-club/startseite/verein/,,right,500,k,sebastian-andersson
player,/anthony-modeste/profil/spieler/50512,Anthony,Modeste,#27,"Apr 14, 1988",France,Cannes  ,35,"1,88 m",France,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/50512-1657110469.jpg?lm=1,/el-ahly-cairo/startseite/verein/,,right,700,k,anthony-modeste
player,/florian-dietz/profil/spieler/283871,Florian,Dietz,#33,"Aug 3, 1998",Germany,Bad Neustadt an der Saale  ,25,"1,90 m",Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/283871-1657110580.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,1.00,m,florian-dietz
player,/sargis-adamyan/profil/spieler/125614,Sargis,Adamyan,#23,"May 23, 1993",Armenia,Yerevan  ,30,"1,84 m",Armenia,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/125614-1691251870.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,1.00,m,sargis-adamyan
player,/tim-lemperle/profil/spieler/553285,Tim,Lemperle,#19,"Feb 5, 2002",Germany,Frankfurt am Main  ,21,"1,87 m",Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/553285-1688650111.jpg?lm=1,/spvgg-greuther-furth/startseite/verein/,Germany U21,right,1.50,m,tim-lemperle
player,/mark-uth/profil/spieler/112935,Mark,Uth,#13,"Aug 24, 1991",Germany,Köln  ,32,"1,85 m",Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/112935-1628591159.jpg?lm=1,/1-fc-koln/startseite/verein/,,left,1.50,m,mark-uth
player,/steffen-tigges/profil/spieler/296879,Steffen,Tigges,#21,"Jul 31, 1998",Germany,Osnabrück  ,25,"1,94 m",Germany,Attack - Centre-Forward,https://img.a.transfermarkt.technology/portrait/header/296879-1657110556.jpg?lm=1,/1-fc-koln/startseite/verein/,,left,2.50,m,steffen-tigges
player,/justin-diehl/profil/spieler/720162,Justin,Diehl,#9,"Nov 27, 2004",Germany,Köln  ,18,"1,74 m",Germany,Attack - Second Striker,https://img.a.transfermarkt.technology/portrait/header/720162-1695304053.jpg?lm=1,/1-fc-koln-ii/startseite/verein/,,right,500,k,justin-diehl
player,/dimitrios-limnios/profil/spieler/324344,Dimitrios,Limnios,#19,"May 27, 1998",Greece,Volos  ,25,"1,78 m",Greece,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/324344-1671722498.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,1.20,m,dimitrios-limnios
player,/linton-maina/profil/spieler/335103,Linton,Maina,#37,"Jun 23, 1999",Germany,Berlin  ,24,"1,80 m",Germany,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/335103-1657110366.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,6.00,m,linton-maina
player,/jan-thielmann/profil/spieler/472249,Jan,Thielmann,#29,"May 26, 2002",Germany,Föhren  ,21,"1,78 m",Germany,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/472249-1628591077.jpg?lm=1,/1-fc-koln/startseite/verein/,Germany U21,right,6.50,m,jan-thielmann
player,/florian-kainz/profil/spieler/106270,Florian,Kainz,#11,"Oct 24, 1992",Austria,Graz  ,31,"1,76 m",Austria,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/106270-1646140986.jpg?lm=1,/1-fc-koln/startseite/verein/,Austria,both,5.00,m,florian-kainz
player,/joshua-schwirten/profil/spieler/598575,Joshua,Schwirten,#8,"Jan 7, 2002",Germany,Bergisch Gladbach  ,21,"1,82 m",Germany,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/598575-1689326983.jpg?lm=1,/fc-erzgebirge-aue/startseite/verein/,,both,200,k,joshua-schwirten
player,/mathias-olesen/profil/spieler/490581,Mathias,Olesen,#47,"Mar 21, 2001",Denmark,Kopenhagen   ,22,"1,88 m",Luxembourg,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/490581-1657110158.jpg?lm=1,/1-fc-koln/startseite/verein/,Luxembourg,both,1.20,m,mathias-olesen
player,/denis-huseinbasic/profil/spieler/678479,Denis,Huseinbasic,#8,"Jul 3, 2001",Germany,Erbach (Odenwald)  ,22,"1,84 m",Germany,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/678479-1657110188.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,5.00,m,denis-huseinbasic
player,/eric-martel/profil/spieler/597000,Eric,Martel,#6,"Apr 29, 2002",Germany,Straubing  ,21,"1,88 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/597000-1657110079.jpg?lm=1,/1-fc-koln/startseite/verein/,Germany U21,right,9.00,m,eric-martel
player,/dejan-ljubicic/profil/spieler/287188,Dejan,Ljubicic,#7,"Oct 8, 1997",Austria,Wien  ,26,"1,87 m",Austria,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/287188-1691252188.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,10.00,m,dejan-ljubicic
player,/ellyes-skhiri/profil/spieler/290587,Ellyes,Skhiri,#15,"May 10, 1995",France,Lunel  ,28,"1,85 m",Tunisia,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/290587-1696509403.jpg?lm=1,/eintracht-frankfurt/startseite/verein/,Tunisia,right,13.00,m,ellyes-skhiri
player,/georg-strauch/profil/spieler/522077,Georg,Strauch,#18,"Mar 30, 2001",Germany,Bonn  ,22,"1,77 m",Germany,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/522077-1695305675.jpg?lm=1,/1-fc-koln-ii/startseite/verein/,,right,200,k,georg-strauch
player,/kingsley-schindler/profil/spieler/153678,Kingsley,Schindler,#17,"Jul 12, 1993",Germany,Hamburg  ,30,"1,83 m",Ghana,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/153678-1695410828.png?lm=1,/samsunspor/startseite/verein/,,right,950,k,kingsley-schindler
player,/benno-schmitz/profil/spieler/160968,Benno,Schmitz,#2,"Nov 17, 1994",Germany,München  ,28,"1,82 m",Germany,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/160968-1657109947.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,3.00,m,benno-schmitz
player,/kristian-pedersen/profil/spieler/331779,Kristian,Pedersen,#3,"Aug 4, 1994",Denmark,Ringsted  ,29,"1,89 m",Denmark,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/331779-1657109924.jpg?lm=1,/swansea-city/startseite/verein/,,left,1.20,m,kristian-pedersen
player,/jonas-hector/profil/spieler/108537,Jonas,Hector,,"May 27, 1990",Germany,Saarbrücken  ,33,"1,85 m",Germany,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/108537-1657109894.jpg?lm=1,/retired/startseite/verein/,,left,,,jonas-hector
player,/rijad-smajic/profil/spieler/815822,Rijad,Smajic,#5,"May 2, 2004",Germany,Köln  ,19,"1,90 m",Bosnia-Herzegovina,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/815822-1695304664.jpg?lm=1,/1-fc-koln-ii/startseite/verein/,,,150,k,rijad-smajic
player,/elias-bakatukanda/profil/spieler/795762,Elias,Bakatukanda,#38,"Apr 13, 2004",Germany,Köln  ,19,"1,93 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/795762-1695303999.jpg?lm=1,/1-fc-koln/startseite/verein/,,both,250,k,elias-bakatukanda
player,/nikola-soldo/profil/spieler/674921,Nikola,Soldo,#14,"Jan 25, 2001",Germany,Stuttgart  ,22,"1,89 m",Croatia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/674921-1692861291.jpg?lm=1,/1-fc-kaiserslautern/startseite/verein/,,right,1.50,m,nikola-soldo
player,/luca-kilian/profil/spieler/384553,Luca,Kilian,#15,"Sep 1, 1999",Germany,Witten   ,24,"1,92 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/384553-1691252067.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,2.50,m,luca-kilian
player,/jeff-chabot/profil/spieler/303219,Jeff,Chabot,#24,"Feb 12, 1998",Germany,Hanau  ,25,"1,95 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/303219-1657109766.jpg?lm=1,/1-fc-koln/startseite/verein/,,left,7.50,m,jeff-chabot
player,/timo-hubers/profil/spieler/236981,Timo,Hübers,#4,"Jul 20, 1996",Germany,Hildesheim  ,27,"1,90 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/236981-1649071482.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,8.50,m,timo-hubers
player,/matthias-kobbing/profil/spieler/227089,Matthias,Köbbing,#44,"May 28, 1997",Germany,Koblenz  ,26,"1,96 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/227089-1657109619.jpg?lm=1,/1-fc-koln/startseite/verein/,,both,100,k,matthias-kobbing
player,/julian-roloff/profil/spieler/453757,Julian,Roloff,,"Jan 17, 2001",Germany,Grevenbroich  ,22,"1,92 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/453757-1654986479.jpg?lm=1,/retired/startseite/verein/,,right,,,julian-roloff
player,/timo-horn/profil/spieler/84938,Timo,Horn,,"May 12, 1993",Germany,Köln  ,30,"1,92 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/84938-1657109580.jpg?lm=1,/without-club/startseite/verein/,,left,1.20,m,timo-horn
player,/jonas-urbig/profil/spieler/607720,Jonas,Urbig,#40,"Aug 8, 2003",Germany,Euskirchen  ,20,"1,89 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/607720-1657109598.jpg?lm=1,/spvgg-greuther-furth/startseite/verein/,Germany U21,both,2.00,m,jonas-urbig
player,/kelian-nsona/profil/spieler/569368,Kelian,Nsona,#28,"May 11, 2002",France,Ivry-sur-Seine  ,21,"1,89 m",France,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/569368-1688647628.jpg?lm=1,/hertha-bsc/startseite/verein/,,right,800,k,kelian-nsona
player,/dodi-lukebakio/profil/spieler/303259,Dodi,Lukébakio,#11,"Sep 24, 1997",Belgium,Brussels  ,26,"1,87 m",Belgium,Attack - Right Winger,https://img.a.transfermarkt.technology/portrait/header/303259-1657098989.jpg?lm=1,/sevilla-fc/startseite/verein/,Belgium,left,15.00,m,dodi-lukebakio
player,/myziane-maolida/profil/spieler/371142,Myziane,Maolida,#15,"Feb 14, 1999",France,Paris  ,24,"1,81 m",Comoros,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/371142-1657098964.jpg?lm=1,/hertha-bsc/startseite/verein/,Comoros,right,900,k,myziane-maolida
player,/chidera-ejuke/profil/spieler/500067,Chidera,Ejuke,#19,"Jan 2, 1998",Nigeria,Zaria  ,25,"1,76 m",Nigeria,Attack - Left Winger,https://img.a.transfermarkt.technology/portrait/header/500067-1629035205.png?lm=1,/royal-antwerp-fc/startseite/verein/,,right,4.50,m,chidera-ejuke
player,/kevin-prince-boateng/profil/spieler/16922,Kevin-Prince,Boateng,,"Mar 6, 1987",Germany,Berlin  ,36,"1,86 m",Ghana,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/16922-1657098909.jpg?lm=1,/retired/startseite/verein/,,right,,,kevin-prince-boateng
player,/jean-paul-boetius/profil/spieler/182574,Jean-Paul,Boëtius,,"Mar 22, 1994",Netherlands,Rotterdam  ,29,"1,78 m",Netherlands,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/182574-1628597027.jpg?lm=1,/without-club/startseite/verein/,,right,1.20,m,jean-paul-boetius
player,/marco-richter/profil/spieler/279009,Marco,Richter,#10,"Nov 24, 1997",Germany,Friedberg  ,25,"1,76 m",Germany,midfield - Attacking Midfield,https://img.a.transfermarkt.technology/portrait/header/279009-1657099012.jpg?lm=1,/1-fsv-mainz-05/startseite/verein/,,right,3.50,m,marco-richter
player,/vladimir-darida/profil/spieler/179643,Vladimir,Darida,#16,"Aug 8, 1990",CSSR,Plzeň  ,33,"1,72 m",Czech Republic,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/179643-1657098719.jpg?lm=1,/aris-thessaloniki/startseite/verein/,,right,1.20,m,vladimir-darida
player,/suat-serdar/profil/spieler/261905,Suat,Serdar,#25,"Apr 11, 1997",Germany,Bingen  ,26,"1,84 m",Germany,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/261905-1657098674.jpg?lm=1,/hellas-verona/startseite/verein/,,right,4.50,m,suat-serdar
player,/veit-stange/profil/spieler/787152,Veit,Stange,#38,"Feb 8, 2004",,,19,"1,88 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/787152-1674122470.jpg?lm=1,/hertha-bsc-ii/startseite/verein/,,right,250,k,veit-stange
player,/tolga-cigerci/profil/spieler/94199,Tolga,Ciğerci,#30,"Mar 23, 1992",Germany,Nordenham  ,31,"1,85 m",Turkey,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/94199-1696616568.png?lm=1,/mke-ankaragucu/startseite/verein/,,right,700,k,tolga-cigerci
player,/ivan-sunjic/profil/spieler/226097,Ivan,Sunjic,#34,"Oct 9, 1996",Bosnia-Herzegovina,Zenica  ,27,"1,85 m",Croatia,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/226097-1532597091.jpg?lm=1,/birmingham-city/startseite/verein/,,right,1.50,m,ivan-sunjic
player,/lucas-tousart/profil/spieler/353948,Lucas,Tousart,#29,"Apr 29, 1997",France,Arras  ,26,"1,84 m",France,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/353948-1691614305.jpg?lm=1,/1-fc-union-berlin/startseite/verein/,,right,7.00,m,lucas-tousart
player,/julian-eitschberger/profil/spieler/706617,Julian,Eitschberger,#42,"Mar 5, 2004",Germany,Hohen Neuendorf  ,19,"1,79 m",Germany,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/706617-1657098505.jpg?lm=1,/hallescher-fc/startseite/verein/,Germany U21,right,350,k,julian-eitschberger
player,/peter-pekarik/profil/spieler/51100,Peter,Pekarik,#2,"Oct 30, 1986",CSSR,Žilina  ,37,"1,77 m",Slovakia,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/51100-1657098478.jpg?lm=1,/hertha-bsc/startseite/verein/,Slovakia,right,500,k,peter-pekarik
player,/jonjoe-kenny/profil/spieler/258883,Jonjoe,Kenny,#16,"Mar 15, 1997",England,Liverpool  ,26,"1,76 m",England,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/258883-1657098346.jpg?lm=1,/hertha-bsc/startseite/verein/,,right,2.00,m,jonjoe-kenny
player,/lukas-ullrich/profil/spieler/787151,Lukas,Ullrich,#26,"Mar 16, 2004",Germany,Berlin  ,19,"1,80 m",Germany,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/787151-1691248738.jpg?lm=1,/borussia-monchengladbach/startseite/verein/,,left,750,k,lukas-ullrich
player,/marvin-plattenhardt/profil/spieler/89592,Marvin,Plattenhardt,,"Jan 26, 1992",Germany,Filderstadt  ,31,"1,81 m",Germany,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/89592-1657098324.jpg?lm=1,/without-club/startseite/verein/,,left,800,k,marvin-plattenhardt
player,/maximilian-mittelstadt/profil/spieler/282660,Maximilian,Mittelstädt,#7,"Mar 18, 1997",Germany,Berlin  ,26,"1,80 m",Germany,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/282660-1657098272.jpg?lm=1,/vfb-stuttgart/startseite/verein/,,left,2.00,m,maximilian-mittelstadt
player,/joel-da-silva-kiala/profil/spieler/797560,Joel,da Silva Kiala,#49,"Jan 21, 2004",Germany,Berlin  ,19,"1,89 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/797560-1657538347.jpg?lm=1,/hertha-bsc-ii/startseite/verein/,,both,250,k,joel-da-silva-kiala
player,/pascal-klemens/profil/spieler/820261,Pascal,Klemens,#41,"Feb 23, 2005",Germany,Berlin  ,18,"1,86 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/820261-1674122422.jpg?lm=1,/hertha-bsc/startseite/verein/,Germany U19,,300,k,pascal-klemens
player,/dedryck-boyata/profil/spieler/88262,Dedryck,Boyata,#28,"Nov 28, 1990",Belgium,Brussel  ,32,"1,88 m",Belgium,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/88262-1657098245.jpg?lm=1,/club-brugge-kv/startseite/verein/,,right,1.00,m,dedryck-boyata
player,/agustin-rogel/profil/spieler/456535,Agustín,Rogel,#3,"Oct 17, 1997",Uruguay,Montevideo  ,26,"1,91 m",Uruguay,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/456535-1695045310.jpg?lm=1,/hertha-bsc/startseite/verein/,,right,1.50,m,agustin-rogel
player,/filip-uremovic/profil/spieler/325887,Filip,Uremovic,#25,"Feb 11, 1997",Croatia,Požega  ,26,"1,84 m",Croatia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/325887-1694539133.jpg?lm=1,/hnk-hajduk-split/startseite/verein/,,right,2.00,m,filip-uremovic
player,/linus-gechter/profil/spieler/692734,Linus,Gechter,#44,"Feb 27, 2004",Germany,Berlin  ,19,"1,91 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/692734-1657098164.png?lm=1,/hertha-bsc/startseite/verein/,Germany U20,right,1.80,m,linus-gechter
player,/marton-dardai/profil/spieler/432281,Márton,Dárdai,#31,"Feb 12, 2002",Germany,Berlin  ,21,"1,88 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/432281-1657097990.jpg?lm=1,/hertha-bsc/startseite/verein/,Germany U21,left,2.50,m,marton-dardai
player,/marc-oliver-kempf/profil/spieler/160938,Marc Oliver,Kempf,#20,"Jan 28, 1995",Germany,Lich  ,28,"1,86 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/160938-1657098066.jpg?lm=1,/hertha-bsc/startseite/verein/,,left,2.80,m,marc-oliver-kempf
player,/robert-kwasigroch/profil/spieler/815180,Robert,Kwasigroch,#33,"Jun 26, 2004",Germany,Berlin  ,19,"1,92 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/815180-1657539711.jpg?lm=1,/hertha-bsc/startseite/verein/,,,200,k,robert-kwasigroch
player,/rune-jarstein/profil/spieler/24112,Rune,Jarstein,,"Sep 29, 1984",Norway,Porsgrunn  ,39,"1,92 m",Norway,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/24112-1657097585.jpg?lm=1,/without-club/startseite/verein/,,right,300,k,rune-jarstein
player,/tjark-ernst/profil/spieler/553282,Tjark,Ernst,#12,"Mar 15, 2003",Germany,Stuttgart  ,20,"1,93 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/553282-1657538446.jpg?lm=1,/hertha-bsc/startseite/verein/,Germany U20,both,1.50,m,tjark-ernst
player,/marvin-schwabe/profil/spieler/160929,Marvin,Schwäbe,#1,"Apr 25, 1995",Germany,Dieburg  ,28,"1,90 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/160929-1657109559.jpg?lm=1,/1-fc-koln/startseite/verein/,,right,7.00,m,marvin-schwabe
player,/oliver-christensen/profil/spieler/471936,Oliver,Christensen,#53,"Mar 22, 1999",Denmark,Kerteminde  ,24,"1,90 m",Denmark,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/471936-1688647558.jpg?lm=1,/acf-fiorentina/startseite/verein/,,right,4.00,m,oliver-christensen
player,/jean-manuel-mbom/profil/spieler/335003,Jean Manuel,Mbom,#18,"Feb 24, 2000",Germany,Göttingen  ,23,"1,85 m",Germany,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/335003-1660208269.jpg?lm=1,/viborg-ff/startseite/verein/,,right,800,k,jean-manuel-mbom
player,/jens-stage/profil/spieler/289835,Jens,Stage,#6,"Nov 8, 1996",Denmark,Højbjerg  ,27,"1,87 m",Denmark,midfield - Central Midfield,https://img.a.transfermarkt.technology/portrait/header/289835-1660208628.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,5.00,m,jens-stage
player,/tom-berger/profil/spieler/471888,Tom,Berger,#6,"Jul 31, 2001",,,22,"1,84 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/471888-1695045105.jpg?lm=1,/sg-dynamo-dresden/startseite/verein/,,left,200,k,tom-berger
player,/christian-gross/profil/spieler/58396,Christian,Groß,#36,"Feb 8, 1989",Germany,Bremen  ,34,"1,82 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/58396-1660208099.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,both,500,k,christian-gross
player,/nicolai-rapp/profil/spieler/185427,Nicolai,Rapp,#23,"Dec 13, 1996",Germany,Heidelberg  ,26,"1,86 m",Germany,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/185427-1699001727.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,700,k,nicolai-rapp
player,/ilia-gruev/profil/spieler/381753,Ilia,Gruev,#44,"May 6, 2000",Bulgaria,Sofia  ,23,"1,85 m",Bulgaria,midfield - Defensive Midfield,https://img.a.transfermarkt.technology/portrait/header/381753-1660208132.jpg?lm=1,/leeds-united/startseite/verein/,Bulgaria,left,4.50,m,ilia-gruev
player,/felix-agu/profil/spieler/393512,Felix,Agu,#27,"Sep 27, 1999",Germany,Osnabrück  ,24,"1,80 m",Germany,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/393512-1660206452.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,600,k,felix-agu
player,/mitchell-weiser/profil/spieler/119211,Mitchell,Weiser,#8,"Apr 21, 1994",Germany,Troisdorf  ,29,"1,77 m",Germany,Defender - Right-Back,https://img.a.transfermarkt.technology/portrait/header/119211-1660208775.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,6.00,m,mitchell-weiser
player,/anthony-jung/profil/spieler/58995,Anthony,Jung,#3,"Nov 3, 1991",Spain,Villajoyosa  ,32,"1,86 m",Germany,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/58995-1660208184.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,left,1.00,m,anthony-jung
player,/lee-buchanan/profil/spieler/532539,Lee,Buchanan,#3,"Mar 7, 2001",England,Mansfield  ,22,"1,79 m",England,Defender - Left-Back,https://img.a.transfermarkt.technology/portrait/header/532539-1660206530.jpg?lm=1,/birmingham-city/startseite/verein/,,left,2.20,m,lee-buchanan
player,/tim-justin-dietrich/profil/spieler/521412,Tim-Justin,Dietrich,#21,"Nov 8, 2002",Germany,Seehausen  ,21,"1,90 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/521412-1689512591.jpg?lm=1,/hallescher-fc/startseite/verein/,,left,150,k,tim-justin-dietrich
player,/fabio-chiarodia/profil/spieler/724104,Fabio,Chiarodia,#2,"Jun 5, 2005",Germany,Oldenburg  ,18,"1,86 m",Italy,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/724104-1660206643.jpg?lm=1,/borussia-monchengladbach/startseite/verein/,Italy U19,left,1.00,m,fabio-chiarodia
player,/milos-veljkovic/profil/spieler/202228,Milos,Veljkovic,#13,"Sep 26, 1995",Switzerland,Basel  ,28,"1,88 m",Serbia,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/202228-1694527030.jpg?lm=1,/sv-werder-bremen/startseite/verein/,Serbia,right,4.50,m,milos-veljkovic
player,/niklas-stark/profil/spieler/162434,Niklas,Stark,#4,"Apr 14, 1995",Germany,Neustadt an der Aisch  ,28,"1,90 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/162434-1660208662.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,5.50,m,niklas-stark
player,/amos-pieper/profil/spieler/334221,Amos,Pieper,#5,"Jan 17, 1998",Germany,Lüdinghausen  ,25,"1,92 m",Germany,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/334221-1660208427.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,6.00,m,amos-pieper
player,/marco-friedl/profil/spieler/156990,Marco,Friedl,#32,"Mar 16, 1998",Austria,Kirchbichl  ,25,"1,87 m",Austria,Defender - Centre-Back,https://img.a.transfermarkt.technology/portrait/header/156990-1660207986.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,left,5.50,m,marco-friedl
player,/louis-lord/profil/spieler/572891,Louis,Lord,#22,"Oct 22, 2003",Germany,Vechta  ,20,"1,90 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/572891-1689327448.jpg?lm=1,/fc-erzgebirge-aue/startseite/verein/,,right,150,k,louis-lord
player,/dudu/profil/spieler/369258,,Dudu,#38,"Feb 10, 1999",Germany,Duisburg  ,24,"1,96 m",Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/header/369258-1660207956.jpg?lm=1,/sv-werder-bremen/startseite/verein/,,right,200,k,dudu
